Thương hiệu,Model,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Số chỗ ngồi,Số cửa,Dẫn động,Giá thành,Loại nhiên liệu,Dung tích động cơ,Đơn vị động cơ,Tuổi
Hyundai,i10,New,0,Domestic,Hatchback,Manual,5,5,FWD - Front Wheel Drive,346,Gas ,1.25,L,0
Mercedes Benz,E class,Used,20000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1180,Gas ,1.5,L,3
Lexus,RX,Used,30000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2750,Gas ,2.0,L,2
Mazda,2,Used,50000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,811,Gas ,2.5,L,2
Mazda,2,Used,50000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,811,Gas ,2.5,L,2
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,516,Gas ,1.4,L,0
Kia,Sedona,Used,32000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,979,Diesel ,2.2,L,3
Toyota,Avanza,Used,20100,Imported,SUV,Manual,7,5,RFD - Rear Wheel Drive,499,Gas ,1.5,L,1
Honda,City,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,509,Gas ,1.5,L,0
Mercedes Benz,S class,Used,85000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1550,Gas ,4.7,L,9
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,839,Gas ,1.5,L,0
Kia,Cerato,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,545,Gas ,2.0,L,2
Toyota,Vios,Used,22000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,499,Gas ,1.5,L,2
Toyota,Land Cruiser,Used,40000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,3890,Gas ,4.6,L,3
Hyundai,SantaFe,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1150,Gas ,2.5,L,0
Ford,Focus,Used,55000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,428,Gas ,1.5,L,4
Audi,Q5,Used,86000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,560,Gas ,2.0,L,9
Mercedes Benz,V class,Used,50000,Imported,Van/Minivan,Automatic,7,5,RFD - Rear Wheel Drive,1180,Diesel ,2.1,L,6
Toyota,Innova,Used,100000,Domestic,Crossover,Automatic,7,5,RFD - Rear Wheel Drive,430,Gas ,2.0,L,7
Nissan,X trail,Used,49000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,690,Gas ,2.0,L,6
Mercedes Benz,E class,Used,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,89,Gas ,2.4,L,22
Kia,Carnival,Used,0,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,190,Diesel ,2.2,L,2
Toyota,Fortuner,Used,89000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,468,Gas ,2.7,L,8
Toyota,Fortuner,Used,89000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,468,Gas ,2.7,L,8
Toyota,Veloz,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,588,Gas ,1.5,L,0
Ford,Ranger,Used,86000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,460,Diesel ,2.2,L,6
Peugeot,3008,New,0,Domestic,Crossover,Automatic,5,4,FWD - Front Wheel Drive,1109,Gas ,1.6,L,0
Ford,Ranger,Used,20000,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,590,Diesel ,2.2,L,2
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,839,Gas ,1.5,L,0
Peugeot,3008,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,149,Gas ,1.6,L,1
Peugeot,Traveller,New,0,Domestic,Van/Minivan,Automatic,6,4,FWD - Front Wheel Drive,1589,Diesel ,2.0,L,0
BMW,5 Series,Used,91000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,680,Gas ,2.0,L,9
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,799,Gas ,2.0,L,0
VinFast,Lux A 2.0,Used,50000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,550,Gas ,2.0,L,2
Toyota,Camry,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1350,Gas ,2.5,L,0
Mercedes Benz,GLC,New,0,Domestic,SUV,Automatic,5,5,RFD - Rear Wheel Drive,2189,Gas ,2.0,L,0
Peugeot,5008,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,1214,Gas ,1.6,L,0
Mazda,3,Used,52000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,465,Gas ,1.5,L,5
Peugeot,408,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,1254,Gas ,1.6,L,0
Honda,City,Used,70000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,389,Gas ,1.5,L,6
Toyota,Yaris,Used,0,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,369,Gas ,1.3,L,8
Kia,Morning,Used,35000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,300,Gas ,1.25,L,3
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,869,Gas ,2.0,L,0
Toyota,Land Cruiser,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4286,Gas ,3.4,L,0
Mitsubishi,Jolie,Used,150000,Domestic,SUV,Manual,8,5,RFD - Rear Wheel Drive,138,Gas ,2.0,L,18
Porsche,Panamera,Used,22000,Imported,Sedan,Automatic,4,4,RFD - Rear Wheel Drive,6600,Gas ,2.9,L,2
Honda,City,Used,44000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,409,Gas ,1.5,L,5
Lexus,ES,Used,32000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1950,Gas ,2.5,L,2
BMW,5 Series,Used,24000,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1899,Gas ,2.0,L,2
Audi,Q8,Used,12000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3550,Gas ,3.0,L,2
Lexus,LX,Used,10000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,215,Gas ,4.7,L,21
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,633,Gas ,1.5,L,0
Ford,Everest,Used,35000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,938,Diesel ,2.0,L,4
Mercedes Benz,GLC,Used,36000,Domestic,SUV,Automatic,5,5,RFD - Rear Wheel Drive,1520,Gas ,2.0,L,1
Lexus,RX,Used,27000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2990,Gas ,2.0,L,2
Ford,Ranger,Used,52000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,738,Diesel ,2.0,L,2
Lexus,RX,Used,100000,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,740,Gas ,3.5,L,14
Cadillac,Escalade,Used,80000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2550,Gas ,6.2,L,8
Mazda,3,Used,35000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,594,Gas ,1.5,L,1
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,839,Gas ,2.0,L,0
Toyota,Zace,Used,21000,Domestic,SUV,Manual,8,5,RFD - Rear Wheel Drive,130,Gas ,1.8,L,18
Mazda,3,Used,18000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,589,Gas ,1.5,L,3
Lexus,ES,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,2710,Gas ,2.5,L,0
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,879,Gas ,2.0,L,0
Ford,Ranger,Used,0,Imported,Bán tải / Pickup,Manual,5,4,4WD - 4 Wheel Drive,210,Diesel ,2.5,L,14
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,625,Gas ,1.5,L,0
Toyota,Land Cruiser,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4286,Gas ,3.4,L,0
Toyota,Yaris,Used,38000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,535,Gas ,1.5,L,3
Toyota,Fortuner,Used,114000,Domestic,SUV,Manual,7,5,RFD - Rear Wheel Drive,575,Diesel ,2.5,L,8
Hyundai,i10,Used,33000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,335,Gas ,1.25,L,3
Mercedes Benz,E class,Used,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1145,Gas ,2.0,L,5
Mazda,3,New,0,Imported,Crossover,Automatic,5,4,FWD - Front Wheel Drive,729,Gas ,2.0,L,0
Ford,Explorer,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2249,Gas ,2.3,L,0
Toyota,Land Cruiser,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4210,Gas ,3.4,L,0
Ford,Everest,Used,42000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,948,Diesel ,2.0,L,3
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,879,Gas ,2.0,L,0
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,1209,Diesel ,2.2,L,0
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,145,Diesel ,2.0,L,0
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,574,Gas ,1.5,L,0
MG,5,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,829,Gas ,1.5,L,0
Mazda,3,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,729,Gas ,1.5,L,0
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,864,Diesel ,2.0,L,0
Lexus,ES,Used,70000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,1320,Gas ,2.5,L,6
Mazda,3,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,879,Gas ,2.0,L,0
Honda,CRV,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,1199,Hybrid ,2.0,L,0
Mercedes Benz,GLC,Used,1089,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2250,Gas ,2.0,L,1
Kia,Forte,Used,100000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,278,Gas ,1.6,L,12
Peugeot,2008,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,789,Gas ,1.2,L,0
Mitsubishi,Attrage,New,0,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,433,Gas ,1.2,L,0
Mitsubishi,Outlander,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,783,Gas ,2.0,L,0
Mazda,3,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,124,Gas ,2.5,L,0
Honda,City,Used,44,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,410,Gas ,1.5,L,5
Mazda,3,New,0,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,949,Gas ,2.5,L,0
Mazda,3,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,619,Gas ,1.5,L,0
MG,5,New,0,Imported,Crossover,Automatic,5,5,FWD - Front Wheel Drive,484,Gas ,1.5,L,0
Kia,Rio,Used,86000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,335,Gas ,1.4,L,7
Ford,Everest,Used,32668,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,963,Diesel ,2.0,L,2
Mercedes Benz,C class,Used,40000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1129,Gas ,2.0,L,4
Mercedes Benz,GLC,Used,1089,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2250,Gas ,2.0,L,1
Kia,Forte,Used,100000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,278,Gas ,1.6,L,12
Peugeot,2008,New,0,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,789,Gas ,1.2,L,0
Suzuki,XL7,Used,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,533,Gas ,1.5,L,2
Honda,CRV,Used,30000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,889,Gas ,1.5,L,2
Toyota,Land Cruiser,Used,85000,Imported,SUV,Automatic,8,5,Full Time 4 Wheel Drive,4790,Gas ,5.7,L,6
Lexus,RX,Used,34000,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,2830,Gas ,2.0,L,2
Lexus,LX,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,8750,Gas ,3.4,L,0
Toyota,Vios,Used,80963,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,325,Gas ,1.5,L,5
Toyota,Innova,Used,70000,Domestic,Crossover,Automatic,8,5,RFD - Rear Wheel Drive,585,Gas ,2.0,L,5
Kia,Rio,Used,86000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,335,Gas ,1.4,L,7
Ford,Everest,Used,32668,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,963,Diesel ,2.0,L,2
Mercedes Benz,C class,Used,40000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1129,Gas ,2.0,L,4
Kia,Carnival,Used,24000,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1590,Gas ,3.5,L,1
Toyota,Highlander,Used,31000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,1450,Gas ,2.7,L,6
Toyota,Innova,Used,0,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,445,Gas ,2.0,L,6
Lexus,LX,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,9610,Gas ,3.4,L,0
Lexus,LX,New,0,Imported,SUV,Automatic,4,5,Full Time 4 Wheel Drive,9610,Gas ,3.4,L,0
Toyota,Vios,Used,80963,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,269,Gas ,1.5,L,7
Mazda,CX5,Used,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,529,Gas ,2.0,L,7
Kia,Cerato,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,490,Gas ,1.6,L,2
Toyota,Fortuner,Used,30000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,135,Diesel ,2.4,L,1
Ford,Everest,Used,2000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1475,Diesel ,2.0,L,0
Toyota,Vios,Used,63000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,410,Gas ,1.5,L,5
Hyundai,Grand Starex,Used,110000,Imported,Van/Minivan,Manual,9,5,RFD - Rear Wheel Drive,525,Diesel ,2.5,L,10
BMW,7 Series,Used,0,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,950,Gas ,3.0,L,9
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,970,Diesel ,2.0,L,0
Toyota,Fortuner,Used,30000,Domestic,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1135,Diesel ,2.4,L,1
Honda,CRV,Used,30000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,888,Gas ,1.5,L,2
Toyota,Camry,Used,40000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,835,Gas ,2.0,L,3
Kia,Carnival,Used,25000,Domestic,Van/Minivan,Automatic,8,5,FWD - Front Wheel Drive,1199,Diesel ,2.2,L,1
Mercedes Benz,C class,Used,16000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1289,Gas ,2.0,L,2
Ford,Ranger,New,0,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,1299,Diesel ,2.0,L,0
Hyundai,SantaFe,Used,80000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,186,Diesel ,2.2,L,2
Kia,K5,Used,6000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,795,Gas ,2.0,L,1
Ford,Explorer,Used,35000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2150,Gas ,2.3,L,1
Mazda,2,Used,38000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,790,Gas ,2.5,L,2
Mercedes Benz,GLC,Used,60000,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1220,Gas ,2.0,L,5
Hyundai,SantaFe,Used,35000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,186,Diesel ,2.2,L,2
Mercedes Benz,C class,Used,18000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1190,Gas ,2.0,L,2
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,914,Diesel ,2.0,L,0
Toyota,Vios,New,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,434,Gas ,1.5,L,0
Toyota,Fortuner,Used,60000,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,130,Gas ,2.7,L,2
BMW,5 Series,Used,96540,Imported,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,735,Gas ,2.0,L,8
VinFast,Lux SA 2.0,Used,80000,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,785,Gas ,2.0,L,3
Mitsubishi,Xpander,New,0,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,628,Gas ,1.5,L,0
Toyota,Fortuner,Used,60000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,819,Gas ,2.7,L,4
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,667,Diesel ,2.0,L,0
Toyota,Vios,Used,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,430,Gas ,1.5,L,3
Kia,Sportage,Used,8000,Domestic,Crossover,Automatic,5,5,FWD - Front Wheel Drive,886,Gas ,2.0,L,1
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,819,Gas ,1.5,L,0
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1321,Diesel ,2.0,L,0
Mercedes Benz,E class,Used,60000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1279,Gas ,2.0,L,5
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,979,Diesel ,2.0,L,0
Hyundai,Palisade,New,0,Domestic,SUV,Automatic,6,5,Full Time 4 Wheel Drive,1589,Diesel ,2.2,L,0
Kia,K3,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,759,Gas ,1.6,L,0
Toyota,Hilux,Used,110000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,590,Diesel ,2.8,L,7
Hyundai,Sonata,Used,151236,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,305,Gas ,2.0,L,13
Toyota,Yaris,Used,47000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,475,Gas ,1.5,L,4
Mazda,3,Used,130000,Imported,Sedan,Automatic,5,4,FWD - Front Wheel Drive,225,Gas ,2.0,L,14
Hyundai,i10,Used,40000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,395,Gas ,1.25,L,1
Kia,Carens,Used,120000,Domestic,Crossover,Manual,7,5,FWD - Front Wheel Drive,235,Gas ,2.0,L,14
Toyota,Fortuner,Used,110000,Domestic,SUV,Automatic,7,4,RFD - Rear Wheel Drive,435,Gas ,2.7,L,10
Mitsubishi,Outlander,Used,60000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,595,Gas ,2.0,L,4
Kia,Morning,Used,28000,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,365,Gas ,1.25,L,2
Toyota,Alphard,New,0,Imported,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,4370,Gas ,2.4,L,0
Ford,Territory,New,0,Domestic,SUV,Automatic,5,5,FWD - Front Wheel Drive,850,Gas ,1.5,L,0
Kia,Morning,Used,54467,Imported,Van/Minivan,Automatic,2,5,FWD - Front Wheel Drive,248,Gas ,1.0,L,7
VinFast,VF8,New,0,Domestic,SUV,Automatic,5,5,Full Time 4 Wheel Drive,1270,Electric ,0.2,L,0
Ford,Focus,Used,60000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,410,Gas ,1.5,L,5
Honda,CRV,Used,52000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,750,Gas ,1.5,L,5
Hyundai,Avante,Used,90000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,295,Gas ,1.6,L,11
Mercedes Benz,C class,Used,46000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,855,Gas ,2.0,L,7
Haval,H6,New,0,Imported,SUV,Automatic,5,5,FWD - Front Wheel Drive,862,Hybrid ,1.5,L,0
Hyundai,Veloster,Used,80000,Imported,Hatchback,Automatic,5,3,FWD - Front Wheel Drive,325,Gas ,1.6,L,12
Mercedes Benz,V class,Used,0,Imported,Van/Minivan,Automatic,7,5,RFD - Rear Wheel Drive,155,Gas ,2.0,L,7
Mercedes Benz,A class,Used,24000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,859,Gas ,2.0,L,9
Ford,Ranger,New,0,Domestic,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,659,Diesel ,2.0,L,0
Hyundai,i10,New,0,Domestic,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,409,Gas ,1.25,L,0
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,513,Gas ,1.4,L,0
Honda,City,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,499,Gas ,1.5,L,0
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,465,Gas ,1.4,L,0
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,4WD - 4 Wheel Drive,1395,Diesel ,2.0,L,0
VinFast,Lux A 2.0,Used,25000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,589,Gas ,2.0,L,2
Ford,Everest,Used,30000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,975,Diesel ,2.0,L,2
Toyota,Innova,Used,95000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,310,Gas ,2.0,L,7
Toyota,Wigo,Used,60000,Imported,Hatchback,Manual,5,5,FWD - Front Wheel Drive,225,Gas ,1.2,L,4
Toyota,Corolla altis,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,248,Gas ,1.8,L,14
Hyundai,Custin,New,0,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,850,Gas ,1.5,L,0
Lexus,LX,Used,50000,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,4890,Gas ,5.7,L,7
Toyota,Innova,Used,96000,Domestic,Crossover,Manual,8,5,RFD - Rear Wheel Drive,535,Gas ,2.0,L,4
Kia,Cerato,Used,40000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,515,Gas ,2.0,L,4
Mitsubishi,Triton,New,0,Imported,Bán tải / Pickup,Automatic,5,4,RFD - Rear Wheel Drive,650,Diesel ,2.4,L,0
Mazda,3,Used,80000,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,439,Gas ,1.5,L,6
Toyota,Vios,Used,50000,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,390,Gas ,1.5,L,2
Toyota,Yaris,Used,120000,Imported,Hatchback,Automatic,5,5,FWD - Front Wheel Drive,305,Gas ,1.3,L,12
Toyota,Zace,Used,150000,Domestic,SUV,Manual,8,5,RFD - Rear Wheel Drive,155,Gas ,1.8,L,19
Chevrolet,Orlando,Used,78000,Domestic,SUV,Automatic,7,5,FWD - Front Wheel Drive,378,Gas ,1.8,L,6
Mercedes Benz,C class,Used,44256,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1279,Gas ,2.0,L,3
Hyundai,Accent,Used,0,Domestic,Sedan,Manual,5,4,FWD - Front Wheel Drive,335,Gas ,1.4,L,5
Mitsubishi,Xpander,Used,13000,Imported,SUV,Automatic,7,5,FWD - Front Wheel Drive,546,Gas ,1.5,L,2
Mercedes Benz,C class,Used,75000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,670,Gas ,2.0,L,7
Mercedes Benz,C class,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1919,Gas ,2.0,L,0
Ford,Everest,Used,70000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,799,Diesel ,2.0,L,4
Hyundai,Accent,New,0,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,513,Gas ,1.4,L,0
Mercedes Benz,C class,New,0,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1914,Gas ,1.5,L,1
Ford,Everest,New,0,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,1306,Diesel ,2.0,L,0
Hyundai,Grand Starex,Used,110000,Imported,Van/Minivan,Automatic,9,5,RFD - Rear Wheel Drive,585,Gas ,2.4,L,7
Mercedes Benz,C class,Used,6000,Domestic,Sedan,Automatic,5,4,RFD - Rear Wheel Drive,1429,Gas ,1.5,L,1
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1419,Diesel ,2.2,L,0
Honda,City,Used,9800,Domestic,Sedan,Automatic,5,4,FWD - Front Wheel Drive,510,Gas ,1.5,L,0
Ford,Ranger,Used,83000,Imported,Bán tải / Pickup,Automatic,5,4,4WD - 4 Wheel Drive,679,Diesel ,2.0,L,3
Mercedes Benz,S class,Used,9000,Imported,Sedan,Automatic,5,4,Full Time 4 Wheel Drive,5750,Gas ,3.0,L,1
Lexus,RX,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,3430,Gas ,2.4,L,0
Toyota,Innova,Used,58000,Domestic,Crossover,Automatic,8,5,RFD - Rear Wheel Drive,625,Gas ,2.0,L,5
Honda,CRV,New,0,Domestic,SUV,Automatic,7,5,Full Time 4 Wheel Drive,1310,Gas ,1.5,L,0
Ford,Explorer,New,0,Imported,SUV,Automatic,7,5,Full Time 4 Wheel Drive,2439,Gas ,2.3,L,0
Subaru,Forester,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,929,Gas ,2.0,L,0
Volkswagen,Touareg,New,0,Imported,SUV,Automatic,5,5,Full Time 4 Wheel Drive,399,Gas ,2.0,L,0
Ford,Everest,Used,50000,Imported,SUV,Automatic,7,5,RFD - Rear Wheel Drive,875,Diesel ,2.0,L,4
Kia,Carnival,New,0,Domestic,Van/Minivan,Automatic,7,5,FWD - Front Wheel Drive,1349,Diesel ,2.2,L,0
